Item,Skill_req,Level,Slot,Craft_loot,Quality,Item_type,Attribute,Boost,Type_boost,Skill_boost,Note
Sailor's Hat,Fishing,32,Head,Loot,,,Work Efficiency,-5,Percentage,Agility,While doing  Agility
Sailor's Hat,Fishing,32,Head,Loot,,,Chest Finding,35,Percentage,Fishing,While doing  Fishing
Sailor's Hat,Fishing,32,Head,Loot,,,Chest Finding,35,Percentage,Agility,While doing  Agility
Shark Tooth Necklace,"Fishing, Agility","44, 21",Neck,Loot,,,Work Efficiency,8,Percentage,Fishing,While doing  Fishing
Shark Tooth Necklace,"Fishing, Agility","44, 21",Neck,Loot,,,Work Efficiency,2,Percentage,Agility,While doing  Agility
Shiny Ring,Global,,Ring,Loot,,,Fine Material Finding,1,Percentage,Global,Global
Shoes of Escape,Agility,15,Feet,Loot,,,Work Efficiency,5,Percentage,Traveling,While doing  Traveling
Shoes of Escape,Agility,15,Feet,Loot,,,Steps Required,-1,Flat,Traveling,While doing  Traveling
Shrimp Ring,"Fishing, Cooking","43, 25",Ring,Loot,,,Work Efficiency,5,Percentage,Fishing,While doing  Fishing
Shrimp Ring,"Fishing, Cooking","43, 25",Ring,Loot,,,Work Efficiency,5,Percentage,Cooking,While doing  Cooking
Simple Amulet,Global,,Neck,Loot,,,Bonus Experience,1,Percentage,Global,Global
Simple Life Vest,Global,,Chest,Loot,,Life Vest,Work Efficiency,3,Percentage,Fishing,While doing  Fishing
Simple Life Vest,Global,,Chest,Loot,,Life Vest,Work Efficiency,2,Percentage,Agility,While doing  Agility
Simple Ring,Global,,Ring,Loot,,,Bonus Experience,1,Percentage,Global,Global
Simple Rope,Global,,Back,Loot,,Climbing Gear,Work Efficiency,4,Percentage,Agility,While doing  Agility
Simple Rope,Global,,Back,Loot,,Climbing Gear,Bonus Experience,2,Percentage,Agility,While doing  Agility
Smelly Socks,Global,,Feet,Loot,,,Bonus Experience,-5,Percentage,Global,Global
Smelly Socks,Global,,Feet,Loot,,,Chest Finding,5,Percentage,Global,Global
Smelting Goggles,Smithing,24,Head,Loot,,,Work Efficiency,14,Percentage,Smithing,While doing  Smithing
Smelting Goggles,Smithing,24,Head,Loot,,,Chest Finding,30,Percentage,Smithing,While doing  Smithing
Smelting Goggles,Smithing,24,Head,Loot,,,Bonus Experience,4,Percentage,Smithing,While doing  Smithing
Smith's Apron,Smithing,20,Chest,Loot,,,Double Action,6,Percentage,Smithing,While doing  Smithing
Smith's Apron,Smithing,20,Chest,Loot,,,Double Rewards,6,Percentage,Smithing,While doing  Smithing
Smith's Pants,Smithing,12,Legs,Loot,,,Work Efficiency,7,Percentage,Smithing,While doing  Smithing
Smith's Pants,Smithing,12,Legs,Loot,,,Bonus Experience,4,Percentage,Smithing,While doing  Smithing
Squishy Flip Flops,Fishing,5,Feet,Loot,,,Double Rewards,1,Percentage,Fishing,While doing  Fishing
Squishy Flip Flops,Fishing,5,Feet,Loot,,,Bonus Experience,1,Flat,Fishing,While doing  Fishing
Steel-Toe Boots,"Mining, Smithing","15, 15",Feet,Loot,,,Work Efficiency,5,Percentage,Mining,While doing  Mining
Steel-Toe Boots,"Mining, Smithing","15, 15",Feet,Loot,,,Work Efficiency,5,Percentage,Smithing,While doing  Smithing
Swashbuckler Sword,Global,,Primary,Loot,,,Work Efficiency,1,Percentage,Fishing,While doing  Fishing
Swashbuckler Sword,Global,,Primary,Loot,,,Work Efficiency,1,Percentage,Foraging,While doing  Foraging
Tentacle Crown,Global,,Head,Loot,,,Fine Material Finding,40,Percentage,,Global  While in Underwater location.
Tentacle Crown,Global,,Head,Loot,,,Chest Finding,30,Percentage,,Global  While in Underwater location.
Tiny Backpack,Global,,Back,Loot,,,Inventory Space,1,Flat,Global,Global
Tough Rope,Agility,17,Back,Loot,,Climbing Gear,Work Efficiency,-4,Percentage,Agility,While doing  Agility
Tough Rope,Agility,17,Back,Loot,,Climbing Gear,Chest Finding,8,Percentage,Agility,While doing  Agility
Tough Rope,Agility,17,Back,Loot,,Climbing Gear,Bonus Experience,8,Percentage,Agility,While doing  Agility
Treasure Hunter Hat,Global,,Head,Loot,,Treasure Hunter Set,Double Rewards,1,Percentage,Global,Global
Treasure Hunter Hat,Global,,Head,Loot,,Treasure Hunter Set,Find Collectibles,5,Percentage,,Global  if wearing at least  1 Treasure Hunter Set items.
Treasure Hunter Hat,Global,,Head,Loot,,Treasure Hunter Set,Find Collectibles,5,Percentage,,Global  if wearing at least  2 Treasure Hunter Set items.
Treasure Hunter Hat,Global,,Head,Loot,,Treasure Hunter Set,Find Collectibles,10,Percentage,,Global  if wearing at least  3 Treasure Hunter Set items.
Treasure Hunter Jacket,Global,,Chest,Loot,,Treasure Hunter Set,Double Rewards,3,Percentage,Global,Global
Treasure Hunter Jacket,Global,,Chest,Loot,,Treasure Hunter Set,Find Collectibles,5,Percentage,,Global  if wearing at least  1 Treasure Hunter Set items.
Treasure Hunter Jacket,Global,,Chest,Loot,,Treasure Hunter Set,Find Collectibles,5,Percentage,,Global  if wearing at least  2 Treasure Hunter Set items.
Treasure Hunter Jacket,Global,,Chest,Loot,,Treasure Hunter Set,Find Collectibles,10,Percentage,,Global  if wearing at least  3 Treasure Hunter Set items.
Treasure Hunter Pants,Global,,Legs,Loot,,Treasure Hunter Set,Double Rewards,2,Percentage,Global,Global
Treasure Hunter Pants,Global,,Legs,Loot,,Treasure Hunter Set,Find Collectibles,5,Percentage,,Global  if wearing at least  1 Treasure Hunter Set items.
Treasure Hunter Pants,Global,,Legs,Loot,,Treasure Hunter Set,Find Collectibles,5,Percentage,,Global  if wearing at least  2 Treasure Hunter Set items.
Treasure Hunter Pants,Global,,Legs,Loot,,Treasure Hunter Set,Find Collectibles,10,Percentage,,Global  if wearing at least  3 Treasure Hunter Set items.
Tree Scaling Claws,Woodcutting,21,Hands,Loot,,Climbing Gear,Double Action,4,Percentage,Woodcutting,While doing  Woodcutting
Tree Scaling Claws,Woodcutting,21,Hands,Loot,,Climbing Gear,Double Action,2,Percentage,Agility,While doing  Agility
Wading Shoes,Fishing,24,Feet,Loot,,,Work Efficiency,11,Percentage,Fishing,While doing  Fishing
Wading Shoes,Fishing,24,Feet,Loot,,,Fine Material Finding,18,Percentage,Fishing,While doing  Fishing
Wading Shoes,Fishing,24,Feet,Loot,,,Chest Finding,5,Percentage,Fishing,While doing  Fishing
Warm Beanie,Global,,Head,Loot,,,Work Efficiency,6,Percentage,,Global  While in  Jarvonia.
Warm Jacket,Global,,Chest,Loot,,,Work Efficiency,6,Percentage,,Global  While in  Jarvonia.
Waterproof Boots,Foraging,30,Feet,Loot,,,Work Efficiency,11,Percentage,Foraging,While doing  Foraging
Waterproof Boots,Foraging,30,Feet,Loot,,,Double Rewards,4,Percentage,Foraging,While doing  Foraging
Waterproof Boots,Foraging,30,Feet,Loot,,,Fine Material Finding,13,Percentage,Foraging,While doing  Foraging
Wilderness Pants,Foraging,25,Legs,Loot,,,Work Efficiency,12,Percentage,Foraging,While doing  Foraging
Wilderness Pants,Foraging,25,Legs,Loot,,,Double Action,5,Percentage,Foraging,While doing  Foraging
Wilderness Shirt,Foraging,25,Chest,Loot,,,Work Efficiency,17,Percentage,Foraging,While doing  Foraging
Wilderness Shirt,Foraging,25,Chest,Loot,,,Chest Finding,9,Percentage,Foraging,While doing  Foraging
Woodworking Glasses,Carpentry,17,Head,Loot,,,Double Rewards,9,Percentage,Carpentry,While doing  Carpentry
Woodworking Glasses,Carpentry,17,Head,Loot,,,Bonus Experience,8,Percentage,Carpentry,While doing  Carpentry
Basic Fishing Net,Fishing,1,Tool,Craft,Normal,"Fishing Net, Fishing",Work Efficiency,3,Percentage,Fishing,While doing  Fishing
Basic Fishing Net,Fishing,1,Tool,Craft,Good,"Fishing Net, Fishing",Work Efficiency,4,Percentage,Fishing,While doing  Fishing
Basic Fishing Net,Fishing,1,Tool,Craft,Good,"Fishing Net, Fishing",Double Rewards,1,Percentage,Fishing,While doing  Fishing
Basic Fishing Net,Fishing,1,Tool,Craft,Good,"Fishing Net, Fishing",Fine Material Finding,16,Percentage,Fishing,While doing  Fishing
Basic Fishing Net,Fishing,1,Tool,Craft,Good,"Fishing Net, Fishing",Chest Finding,5,Percentage,Fishing,While doing  Fishing
Basic Fishing Net,Fishing,1,Tool,Craft,Great,"Fishing Net, Fishing",Work Efficiency,5,Percentage,Fishing,While doing  Fishing
Basic Fishing Net,Fishing,1,Tool,Craft,Great,"Fishing Net, Fishing",Double Rewards,2,Percentage,Fishing,While doing  Fishing
Basic Fishing Net,Fishing,1,Tool,Craft,Great,"Fishing Net, Fishing",Fine Material Finding,26,Percentage,Fishing,While doing  Fishing
Basic Fishing Net,Fishing,1,Tool,Craft,Great,"Fishing Net, Fishing",Chest Finding,8,Percentage,Fishing,While doing  Fishing
Basic Fishing Net,Fishing,1,Tool,Craft,Excellent,"Fishing Net, Fishing",Work Efficiency,7,Percentage,Fishing,While doing  Fishing
Basic Fishing Net,Fishing,1,Tool,Craft,Excellent,"Fishing Net, Fishing",Double Rewards,3,Percentage,Fishing,While doing  Fishing
Basic Fishing Net,Fishing,1,Tool,Craft,Excellent,"Fishing Net, Fishing",Fine Material Finding,30,Percentage,Fishing,While doing  Fishing
Basic Fishing Net,Fishing,1,Tool,Craft,Excellent,"Fishing Net, Fishing",Chest Finding,9,Percentage,Fishing,While doing  Fishing
Basic Fishing Net,Fishing,1,Tool,Craft,Perfect,"Fishing Net, Fishing",Work Efficiency,9,Percentage,Fishing,While doing  Fishing
Basic Fishing Net,Fishing,1,Tool,Craft,Perfect,"Fishing Net, Fishing",Double Action,1,Percentage,Fishing,While doing  Fishing
Basic Fishing Net,Fishing,1,Tool,Craft,Perfect,"Fishing Net, Fishing",Double Rewards,4,Percentage,Fishing,While doing  Fishing
Basic Fishing Net,Fishing,1,Tool,Craft,Perfect,"Fishing Net, Fishing",Fine Material Finding,32,Percentage,Fishing,While doing  Fishing
Basic Fishing Net,Fishing,1,Tool,Craft,Perfect,"Fishing Net, Fishing",Chest Finding,9,Percentage,Fishing,While doing  Fishing
Basic Fishing Net,Fishing,1,Tool,Craft,Eternal,"Fishing Net, Fishing",Work Efficiency,11,Percentage,Fishing,While doing  Fishing
Basic Fishing Net,Fishing,1,Tool,Craft,Eternal,"Fishing Net, Fishing",Double Action,3,Percentage,Fishing,While doing  Fishing
Basic Fishing Net,Fishing,1,Tool,Craft,Eternal,"Fishing Net, Fishing",Double Rewards,5,Percentage,Fishing,While doing  Fishing
Basic Fishing Net,Fishing,1,Tool,Craft,Eternal,"Fishing Net, Fishing",Fine Material Finding,34,Percentage,Fishing,While doing  Fishing
Basic Fishing Net,Fishing,1,Tool,Craft,Eternal,"Fishing Net, Fishing",Chest Finding,10,Percentage,Fishing,While doing  Fishing
Basic Hatchet,Woodcutting,1,Tool,Craft,Normal,Woodcutting Hatchet,Work Efficiency,-10,Percentage,Woodcutting,While doing  Woodcutting
Basic Hatchet,Woodcutting,1,Tool,Craft,Good,Woodcutting Hatchet,Work Efficiency,-8,Percentage,Woodcutting,While doing  Woodcutting
Basic Hatchet,Woodcutting,1,Tool,Craft,Good,Woodcutting Hatchet,Double Rewards,1,Percentage,Woodcutting,While doing  Woodcutting
Basic Hatchet,Woodcutting,1,Tool,Craft,Good,Woodcutting Hatchet,Fine Material Finding,5,Percentage,Woodcutting,While doing  Woodcutting
Basic Hatchet,Woodcutting,1,Tool,Craft,Good,Woodcutting Hatchet,Chest Finding,3,Percentage,Woodcutting,While doing  Woodcutting
Basic Hatchet,Woodcutting,1,Tool,Craft,Good,Woodcutting Hatchet,Find Bird Nests,5,Percentage,Woodcutting,While doing  Woodcutting
Basic Hatchet,Woodcutting,1,Tool,Craft,Great,Woodcutting Hatchet,Work Efficiency,-6,Percentage,Woodcutting,While doing  Woodcutting
Basic Hatchet,Woodcutting,1,Tool,Craft,Great,Woodcutting Hatchet,Double Rewards,2,Percentage,Woodcutting,While doing  Woodcutting
Basic Hatchet,Woodcutting,1,Tool,Craft,Great,Woodcutting Hatchet,Fine Material Finding,8,Percentage,Woodcutting,While doing  Woodcutting
Basic Hatchet,Woodcutting,1,Tool,Craft,Great,Woodcutting Hatchet,Chest Finding,5,Percentage,Woodcutting,While doing  Woodcutting
Basic Hatchet,Woodcutting,1,Tool,Craft,Great,Woodcutting Hatchet,Find Bird Nests,8,Percentage,Woodcutting,While doing  Woodcutting
Basic Hatchet,Woodcutting,1,Tool,Craft,Excellent,Woodcutting Hatchet,Work Efficiency,-4,Percentage,Woodcutting,While doing  Woodcutting
Basic Hatchet,Woodcutting,1,Tool,Craft,Excellent,Woodcutting Hatchet,Double Rewards,3,Percentage,Woodcutting,While doing  Woodcutting
Basic Hatchet,Woodcutting,1,Tool,Craft,Excellent,Woodcutting Hatchet,Fine Material Finding,9,Percentage,Woodcutting,While doing  Woodcutting
Basic Hatchet,Woodcutting,1,Tool,Craft,Excellent,Woodcutting Hatchet,Chest Finding,6,Percentage,Woodcutting,While doing  Woodcutting
Basic Hatchet,Woodcutting,1,Tool,Craft,Excellent,Woodcutting Hatchet,Find Bird Nests,9,Percentage,Woodcutting,While doing  Woodcutting
Basic Hatchet,Woodcutting,1,Tool,Craft,Perfect,Woodcutting Hatchet,Work Efficiency,-2,Percentage,Woodcutting,While doing  Woodcutting
Basic Hatchet,Woodcutting,1,Tool,Craft,Perfect,Woodcutting Hatchet,Double Action,1,Percentage,Woodcutting,While doing  Woodcutting
Basic Hatchet,Woodcutting,1,Tool,Craft,Perfect,Woodcutting Hatchet,Double Rewards,4,Percentage,Woodcutting,While doing  Woodcutting
Basic Hatchet,Woodcutting,1,Tool,Craft,Perfect,Woodcutting Hatchet,Fine Material Finding,9,Percentage,Woodcutting,While doing  Woodcutting
Basic Hatchet,Woodcutting,1,Tool,Craft,Perfect,Woodcutting Hatchet,Chest Finding,6,Percentage,Woodcutting,While doing  Woodcutting
Basic Hatchet,Woodcutting,1,Tool,Craft,Perfect,Woodcutting Hatchet,Find Bird Nests,9,Percentage,Woodcutting,While doing  Woodcutting
Basic Hatchet,Woodcutting,1,Tool,Craft,Eternal,Woodcutting Hatchet,Double Action,3,Percentage,Woodcutting,While doing  Woodcutting
Basic Hatchet,Woodcutting,1,Tool,Craft,Eternal,Woodcutting Hatchet,Double Rewards,5,Percentage,Woodcutting,While doing  Woodcutting
Basic Hatchet,Woodcutting,1,Tool,Craft,Eternal,Woodcutting Hatchet,Fine Material Finding,10,Percentage,Woodcutting,While doing  Woodcutting
Basic Hatchet,Woodcutting,1,Tool,Craft,Eternal,Woodcutting Hatchet,Chest Finding,6,Percentage,Woodcutting,While doing  Woodcutting
Basic Hatchet,Woodcutting,1,Tool,Craft,Eternal,Woodcutting Hatchet,Find Bird Nests,10,Percentage,Woodcutting,While doing  Woodcutting
Basic Pickaxe,Mining,1,Tool,Craft,Normal,Pickaxe,Work Efficiency,-10,Percentage,Mining,While doing  Mining
Basic Pickaxe,Mining,1,Tool,Craft,Good,Pickaxe,Work Efficiency,-8,Percentage,Mining,While doing  Mining
Basic Pickaxe,Mining,1,Tool,Craft,Good,Pickaxe,Double Rewards,1,Percentage,Mining,While doing  Mining
Basic Pickaxe,Mining,1,Tool,Craft,Good,Pickaxe,Fine Material Finding,5,Percentage,Mining,While doing  Mining
Basic Pickaxe,Mining,1,Tool,Craft,Good,Pickaxe,Chest Finding,3,Percentage,Mining,While doing  Mining
Basic Pickaxe,Mining,1,Tool,Craft,Good,Pickaxe,Find Gems,5,Percentage,Mining,While doing  Mining
Basic Pickaxe,Mining,1,Tool,Craft,Great,Pickaxe,Work Efficiency,-6,Percentage,Mining,While doing  Mining
Basic Pickaxe,Mining,1,Tool,Craft,Great,Pickaxe,Double Rewards,2,Percentage,Mining,While doing  Mining
Basic Pickaxe,Mining,1,Tool,Craft,Great,Pickaxe,Fine Material Finding,8,Percentage,Mining,While doing  Mining
Basic Pickaxe,Mining,1,Tool,Craft,Great,Pickaxe,Chest Finding,8,Percentage,Mining,While doing  Mining
Basic Pickaxe,Mining,1,Tool,Craft,Great,Pickaxe,Find Gems,8,Percentage,Mining,While doing  Mining
Basic Pickaxe,Mining,1,Tool,Craft,Excellent,Pickaxe,Work Efficiency,-4,Percentage,Mining,While doing  Mining
Basic Pickaxe,Mining,1,Tool,Craft,Excellent,Pickaxe,Double Rewards,3,Percentage,Mining,While doing  Mining
Basic Pickaxe,Mining,1,Tool,Craft,Excellent,Pickaxe,Fine Material Finding,8,Percentage,Mining,While doing  Mining
Basic Pickaxe,Mining,1,Tool,Craft,Excellent,Pickaxe,Chest Finding,6,Percentage,Mining,While doing  Mining
Basic Pickaxe,Mining,1,Tool,Craft,Excellent,Pickaxe,Find Gems,9,Percentage,Mining,While doing  Mining
Basic Pickaxe,Mining,1,Tool,Craft,Perfect,Pickaxe,Work Efficiency,-2,Percentage,Mining,While doing  Mining
Basic Pickaxe,Mining,1,Tool,Craft,Perfect,Pickaxe,Double Action,1,Percentage,Mining,While doing  Mining
Basic Pickaxe,Mining,1,Tool,Craft,Perfect,Pickaxe,Double Rewards,4,Percentage,Mining,While doing  Mining
Basic Pickaxe,Mining,1,Tool,Craft,Perfect,Pickaxe,Fine Material Finding,8,Percentage,Mining,While doing  Mining
Basic Pickaxe,Mining,1,Tool,Craft,Perfect,Pickaxe,Chest Finding,6,Percentage,Mining,While doing  Mining
Basic Pickaxe,Mining,1,Tool,Craft,Perfect,Pickaxe,Find Gems,9,Percentage,Mining,While doing  Mining
Basic Pickaxe,Mining,1,Tool,Craft,Eternal,Pickaxe,Double Action,3,Percentage,Mining,While doing  Mining
Basic Pickaxe,Mining,1,Tool,Craft,Eternal,Pickaxe,Double Rewards,5,Percentage,Mining,While doing  Mining
Basic Pickaxe,Mining,1,Tool,Craft,Eternal,Pickaxe,Fine Material Finding,9,Percentage,Mining,While doing  Mining
Basic Pickaxe,Mining,1,Tool,Craft,Eternal,Pickaxe,Chest Finding,6,Percentage,Mining,While doing  Mining
Basic Pickaxe,Mining,1,Tool,Craft,Eternal,Pickaxe,Find Gems,10,Percentage,Mining,While doing  Mining
Basic Sickle,Foraging,1,Tool,Craft,Normal,"Sickle, Foraging Tool",Work Efficiency,-10,Percentage,Foraging,While doing  Foraging
Basic Sickle,Foraging,1,Tool,Craft,Good,"Sickle, Foraging Tool",Work Efficiency,-8,Percentage,Foraging,While doing  Foraging
Basic Sickle,Foraging,1,Tool,Craft,Good,"Sickle, Foraging Tool",Double Rewards,1,Percentage,Foraging,While doing  Foraging
Basic Sickle,Foraging,1,Tool,Craft,Good,"Sickle, Foraging Tool",Fine Material Finding,10,Percentage,Foraging,While doing  Foraging
Basic Sickle,Foraging,1,Tool,Craft,Good,"Sickle, Foraging Tool",Chest Finding,3,Percentage,Foraging,While doing  Foraging
Basic Sickle,Foraging,1,Tool,Craft,Great,"Sickle, Foraging Tool",Work Efficiency,-6,Percentage,Foraging,While doing  Foraging
Basic Sickle,Foraging,1,Tool,Craft,Great,"Sickle, Foraging Tool",Double Rewards,2,Percentage,Foraging,While doing  Foraging
Basic Sickle,Foraging,1,Tool,Craft,Great,"Sickle, Foraging Tool",Fine Material Finding,16,Percentage,Foraging,While doing  Foraging
Basic Sickle,Foraging,1,Tool,Craft,Great,"Sickle, Foraging Tool",Chest Finding,5,Percentage,Foraging,While doing  Foraging
Basic Sickle,Foraging,1,Tool,Craft,Excellent,"Sickle, Foraging Tool",Work Efficiency,-4,Percentage,Foraging,While doing  Foraging
Basic Sickle,Foraging,1,Tool,Craft,Excellent,"Sickle, Foraging Tool",Double Rewards,3,Percentage,Foraging,While doing  Foraging
Basic Sickle,Foraging,1,Tool,Craft,Excellent,"Sickle, Foraging Tool",Fine Material Finding,18,Percentage,Foraging,While doing  Foraging
Basic Sickle,Foraging,1,Tool,Craft,Excellent,"Sickle, Foraging Tool",Chest Finding,6,Percentage,Foraging,While doing  Foraging
Basic Sickle,Foraging,1,Tool,Craft,Perfect,"Sickle, Foraging Tool",Work Efficiency,-2,Percentage,Foraging,While doing  Foraging
Basic Sickle,Foraging,1,Tool,Craft,Perfect,"Sickle, Foraging Tool",Double Action,1,Percentage,Foraging,While doing  Foraging
Basic Sickle,Foraging,1,Tool,Craft,Perfect,"Sickle, Foraging Tool",Double Rewards,4,Percentage,Foraging,While doing  Foraging
Basic Sickle,Foraging,1,Tool,Craft,Perfect,"Sickle, Foraging Tool",Fine Material Finding,18,Percentage,Foraging,While doing  Foraging
Basic Sickle,Foraging,1,Tool,Craft,Perfect,"Sickle, Foraging Tool",Chest Finding,6,Percentage,Foraging,While doing  Foraging
Basic Sickle,Foraging,1,Tool,Craft,Eternal,"Sickle, Foraging Tool",Double Action,2,Percentage,Foraging,While doing  Foraging
Basic Sickle,Foraging,1,Tool,Craft,Eternal,"Sickle, Foraging Tool",Double Rewards,5,Percentage,Foraging,While doing  Foraging
Basic Sickle,Foraging,1,Tool,Craft,Eternal,"Sickle, Foraging Tool",Fine Material Finding,19,Percentage,Foraging,While doing  Foraging
Basic Sickle,Foraging,1,Tool,Craft,Eternal,"Sickle, Foraging Tool",Chest Finding,6,Percentage,Foraging,While doing  Foraging
Copper Hatchet,Woodcutting,1,Tool,Craft,Normal,Woodcutting Hatchet,Work Efficiency,3,Percentage,Woodcutting,While doing  Woodcutting
Copper Hatchet,Woodcutting,1,Tool,Craft,Good,Woodcutting Hatchet,Work Efficiency,4,Percentage,Woodcutting,While doing  Woodcutting
Copper Hatchet,Woodcutting,1,Tool,Craft,Good,Woodcutting Hatchet,Double Rewards,1,Percentage,Woodcutting,While doing  Woodcutting
Copper Hatchet,Woodcutting,1,Tool,Craft,Good,Woodcutting Hatchet,Fine Material Finding,8,Percentage,Woodcutting,While doing  Woodcutting
Copper Hatchet,Woodcutting,1,Tool,Craft,Good,Woodcutting Hatchet,Chest Finding,5,Percentage,Woodcutting,While doing  Woodcutting
Copper Hatchet,Woodcutting,1,Tool,Craft,Good,Woodcutting Hatchet,Find Bird Nests,8,Percentage,Woodcutting,While doing  Woodcutting
Copper Hatchet,Woodcutting,1,Tool,Craft,Great,Woodcutting Hatchet,Work Efficiency,5,Percentage,Woodcutting,While doing  Woodcutting
Copper Hatchet,Woodcutting,1,Tool,Craft,Great,Woodcutting Hatchet,Double Rewards,2,Percentage,Woodcutting,While doing  Woodcutting
Copper Hatchet,Woodcutting,1,Tool,Craft,Great,Woodcutting Hatchet,Fine Material Finding,13,Percentage,Woodcutting,While doing  Woodcutting
Copper Hatchet,Woodcutting,1,Tool,Craft,Great,Woodcutting Hatchet,Chest Finding,8,Percentage,Woodcutting,While doing  Woodcutting
Copper Hatchet,Woodcutting,1,Tool,Craft,Great,Woodcutting Hatchet,Find Bird Nests,13,Percentage,Woodcutting,While doing  Woodcutting
Copper Hatchet,Woodcutting,1,Tool,Craft,Excellent,Woodcutting Hatchet,Work Efficiency,7,Percentage,Woodcutting,While doing  Woodcutting
Copper Hatchet,Woodcutting,1,Tool,Craft,Excellent,Woodcutting Hatchet,Double Rewards,3,Percentage,Woodcutting,While doing  Woodcutting
Copper Hatchet,Woodcutting,1,Tool,Craft,Excellent,Woodcutting Hatchet,Fine Material Finding,15,Percentage,Woodcutting,While doing  Woodcutting
Copper Hatchet,Woodcutting,1,Tool,Craft,Excellent,Woodcutting Hatchet,Chest Finding,9,Percentage,Woodcutting,While doing  Woodcutting
Copper Hatchet,Woodcutting,1,Tool,Craft,Excellent,Woodcutting Hatchet,Find Bird Nests,15,Percentage,Woodcutting,While doing  Woodcutting
Copper Hatchet,Woodcutting,1,Tool,Craft,Perfect,Woodcutting Hatchet,Work Efficiency,9,Percentage,Woodcutting,While doing  Woodcutting
Copper Hatchet,Woodcutting,1,Tool,Craft,Perfect,Woodcutting Hatchet,Double Action,1,Percentage,Woodcutting,While doing  Woodcutting
Copper Hatchet,Woodcutting,1,Tool,Craft,Perfect,Woodcutting Hatchet,Double Rewards,4,Percentage,Woodcutting,While doing  Woodcutting
Copper Hatchet,Woodcutting,1,Tool,Craft,Perfect,Woodcutting Hatchet,Fine Material Finding,16,Percentage,Woodcutting,While doing  Woodcutting
Copper Hatchet,Woodcutting,1,Tool,Craft,Perfect,Woodcutting Hatchet,Chest Finding,9,Percentage,Woodcutting,While doing  Woodcutting
Copper Hatchet,Woodcutting,1,Tool,Craft,Perfect,Woodcutting Hatchet,Find Bird Nests,16,Percentage,Woodcutting,While doing  Woodcutting
Copper Hatchet,Woodcutting,1,Tool,Craft,Eternal,Woodcutting Hatchet,Work Efficiency,11,Percentage,Woodcutting,While doing  Woodcutting
Copper Hatchet,Woodcutting,1,Tool,Craft,Eternal,Woodcutting Hatchet,Double Action,3,Percentage,Woodcutting,While doing  Woodcutting
Copper Hatchet,Woodcutting,1,Tool,Craft,Eternal,Woodcutting Hatchet,Double Rewards,5,Percentage,Woodcutting,While doing  Woodcutting
Copper Hatchet,Woodcutting,1,Tool,Craft,Eternal,Woodcutting Hatchet,Fine Material Finding,17,Percentage,Woodcutting,While doing  Woodcutting
Copper Hatchet,Woodcutting,1,Tool,Craft,Eternal,Woodcutting Hatchet,Chest Finding,10,Percentage,Woodcutting,While doing  Woodcutting
Copper Hatchet,Woodcutting,1,Tool,Craft,Eternal,Woodcutting Hatchet,Find Bird Nests,17,Percentage,Woodcutting,While doing  Woodcutting
Copper Pickaxe,Mining,1,Tool,Craft,Normal,Pickaxe,Work Efficiency,3,Percentage,Mining,While doing  Mining
Copper Pickaxe,Mining,1,Tool,Craft,Good,Pickaxe,Work Efficiency,4,Percentage,Mining,While doing  Mining
Copper Pickaxe,Mining,1,Tool,Craft,Good,Pickaxe,Double Rewards,1,Percentage,Mining,While doing  Mining
Copper Pickaxe,Mining,1,Tool,Craft,Good,Pickaxe,Fine Material Finding,8,Percentage,Mining,While doing  Mining
Copper Pickaxe,Mining,1,Tool,Craft,Good,Pickaxe,Chest Finding,5,Percentage,Mining,While doing  Mining
Copper Pickaxe,Mining,1,Tool,Craft,Good,Pickaxe,Find Gems,8,Percentage,Mining,While doing  Mining
Copper Pickaxe,Mining,1,Tool,Craft,Great,Pickaxe,Work Efficiency,5,Percentage,Mining,While doing  Mining
Copper Pickaxe,Mining,1,Tool,Craft,Great,Pickaxe,Double Rewards,2,Percentage,Mining,While doing  Mining
Copper Pickaxe,Mining,1,Tool,Craft,Great,Pickaxe,Fine Material Finding,13,Percentage,Mining,While doing  Mining
Copper Pickaxe,Mining,1,Tool,Craft,Great,Pickaxe,Chest Finding,8,Percentage,Mining,While doing  Mining
Copper Pickaxe,Mining,1,Tool,Craft,Great,Pickaxe,Find Gems,13,Percentage,Mining,While doing  Mining
Copper Pickaxe,Mining,1,Tool,Craft,Excellent,Pickaxe,Work Efficiency,7,Percentage,Mining,While doing  Mining
Copper Pickaxe,Mining,1,Tool,Craft,Excellent,Pickaxe,Double Rewards,3,Percentage,Mining,While doing  Mining
Copper Pickaxe,Mining,1,Tool,Craft,Excellent,Pickaxe,Fine Material Finding,15,Percentage,Mining,While doing  Mining
Copper Pickaxe,Mining,1,Tool,Craft,Excellent,Pickaxe,Chest Finding,9,Percentage,Mining,While doing  Mining
Copper Pickaxe,Mining,1,Tool,Craft,Excellent,Pickaxe,Find Gems,15,Percentage,Mining,While doing  Mining
Copper Pickaxe,Mining,1,Tool,Craft,Perfect,Pickaxe,Work Efficiency,9,Percentage,Mining,While doing  Mining
Copper Pickaxe,Mining,1,Tool,Craft,Perfect,Pickaxe,Double Action,1,Percentage,Mining,While doing  Mining
Copper Pickaxe,Mining,1,Tool,Craft,Perfect,Pickaxe,Double Rewards,4,Percentage,Mining,While doing  Mining
Copper Pickaxe,Mining,1,Tool,Craft,Perfect,Pickaxe,Fine Material Finding,16,Percentage,Mining,While doing  Mining
